Provider,Server_Type,Region,OS_Type,Hour,Active_Users,Network_Packets_In,Disk_IO_Speed,Memory_Usage_Percent,CPU_Load
GCP,Micro,US-East,Windows,3,16,176,7.5,41.3,19.4
AWS,Micro,EU-West,Ubuntu,11,89,890,130.7,37.6,38.3
Azure,Large,US-East,Windows,12,586,4688,40.7,59.6,49.2
AWS,X-Large,US-East,Ubuntu,1,3924,54936,50.3,58.1,72.9
Azure,X-Large,EU-West,Ubuntu,18,1258,7548,128.9,30.5,28.5
Azure,X-Large,EU-West,Linux,18,1282,6410,198.6,29.0,23.2
Azure,X-Large,AP-South,Ubuntu,3,2649,21192,156.7,38.2,50.1
AWS,Large,US-East,Ubuntu,3,239,1912,49.0,26.3,18.9
Azure,Large,US-East,Ubuntu,10,685,3425,39.3,35.1,37.9
GCP,Micro,EU-West,Linux,4,170,1700,173.9,49.8,85.6
AWS,Micro,US-East,Windows,19,138,1104,91.6,71.3,69.9
GCP,Large,EU-West,Ubuntu,10,1214,6070,31.7,51.0,72.4
GCP,Micro,EU-West,Ubuntu,9,17,85,173.1,23.8,5.8
Azure,Large,US-East,Ubuntu,7,812,4060,164.1,42.2,35.1
Azure,X-Large,AP-South,Linux,5,3975,47700,196.9,55.0,68.8
AWS,Micro,EU-West,Windows,5,133,1862,182.4,65.6,62.5
AWS,Large,US-East,Linux,7,887,10644,171.1,44.3,54.5
GCP,X-Large,AP-South,Linux,22,4690,28140,15.3,55.6,73.3
Azure,X-Large,AP-South,Windows,14,1612,17732,25.4,53.7,47.8
GCP,X-Large,AP-South,Linux,13,3307,39684,116.0,49.1,49.6
Azure,Large,AP-South,Ubuntu,10,1189,14268,108.6,50.8,60.4
GCP,Large,US-East,Ubuntu,11,1165,16310,94.3,54.7,69.9
Azure,Large,US-East,Windows,12,565,6215,82.4,57.2,33.4
AWS,X-Large,US-East,Linux,7,2781,25029,89.1,40.6,53.8
AWS,X-Large,US-East,Windows,17,2810,14050,116.0,53.3,60.4
Azure,X-Large,AP-South,Ubuntu,0,3591,46683,5.4,52.1,48.7
GCP,Large,AP-South,Linux,14,848,9328,55.8,41.6,47.5
AWS,Large,EU-West,Linux,7,1013,6078,106.1,45.9,60.2
Azure,Micro,AP-South,Windows,10,128,1280,145.8,66.8,63.9
Azure,X-Large,AP-South,Ubuntu,11,4087,24522,39.0,56.2,62.9
GCP,Large,EU-West,Windows,11,1352,6760,111.6,73.0,86.0
Azure,Micro,US-East,Ubuntu,3,72,792,144.3,34.5,28.1
AWS,Micro,US-East,Ubuntu,15,118,708,91.7,39.0,50.7
AWS,X-Large,US-East,Windows,3,2910,17460,10.3,60.9,58.6
GCP,X-Large,US-East,Linux,4,2012,18108,92.6,36.5,43.5
GCP,Large,US-East,Linux,23,869,7821,62.8,41.0,59.2
AWS,Micro,EU-West,Windows,4,22,242,186.3,45.6,22.3
GCP,X-Large,EU-West,Ubuntu,7,4233,21165,29.3,56.0,75.7
AWS,X-Large,US-East,Windows,9,2283,27396,132.2,55.7,47.1
Azure,Micro,AP-South,Linux,16,165,1155,15.3,57.4,69.2
GCP,X-Large,AP-South,Windows,8,2125,17000,92.0,55.4,44.0
AWS,Micro,AP-South,Ubuntu,21,68,884,113.0,35.6,35.8
GCP,Micro,EU-West,Ubuntu,18,137,1096,63.1,47.6,62.6
Azure,X-Large,AP-South,Linux,13,4866,68124,93.7,56.9,77.5
AWS,Micro,EU-West,Windows,7,78,702,36.9,57.9,51.8
AWS,Micro,US-East,Windows,8,34,374,64.3,49.4,21.9
AWS,Large,AP-South,Ubuntu,21,330,2640,126.1,29.0,29.1
Azure,Micro,AP-South,Ubuntu,10,106,530,63.9,44.2,49.5
AWS,X-Large,US-East,Linux,22,3243,42159,180.4,52.9,53.4
GCP,Micro,US-East,Linux,0,34,272,127.5,28.4,24.7
AWS,Micro,AP-South,Linux,13,157,2041,90.5,52.9,67.6
Azure,X-Large,AP-South,Ubuntu,4,1929,19290,12.6,41.7,28.1
GCP,Micro,AP-South,Windows,20,163,815,102.4,77.0,85.8
Azure,Micro,AP-South,Ubuntu,13,135,945,154.1,45.9,59.2
GCP,Micro,AP-South,Ubuntu,3,142,852,56.8,50.8,58.4
GCP,X-Large,EU-West,Linux,21,1226,15938,162.3,29.2,22.1
Azure,Large,AP-South,Linux,22,900,4500,54.1,42.0,55.7
Azure,Large,AP-South,Linux,0,464,6032,165.6,32.3,35.0
Azure,Micro,EU-West,Ubuntu,21,125,1625,21.6,43.0,47.5
Azure,X-Large,US-East,Windows,22,4557,54684,173.9,73.6,94.5
AWS,X-Large,US-East,Windows,18,2457,29484,102.3,60.0,58.8
Azure,X-Large,US-East,Windows,7,1645,8225,62.8,60.7,40.5
GCP,X-Large,EU-West,Windows,14,3258,39096,56.7,63.8,60.7
AWS,Large,EU-West,Ubuntu,20,1142,15988,89.2,57.7,65.8
Azure,X-Large,US-East,Linux,14,2387,16709,199.8,39.9,43.1
AWS,Large,US-East,Linux,8,656,7216,48.0,38.6,38.3
GCP,Micro,US-East,Windows,20,140,700,25.1,70.1,69.6
GCP,Micro,AP-South,Ubuntu,8,85,425,119.1,36.3,42.9
GCP,X-Large,EU-West,Windows,9,1475,20650,100.3,52.1,33.0
AWS,X-Large,AP-South,Windows,19,2821,25389,107.2,60.1,67.1
AWS,Large,EU-West,Ubuntu,20,1185,10665,135.1,48.0,69.9
Azure,Micro,EU-West,Windows,8,30,360,57.1,49.9,21.8
Azure,Micro,AP-South,Linux,2,165,1815,182.6,54.0,74.5
Azure,X-Large,US-East,Ubuntu,19,4831,57972,90.0,57.0,70.7
GCP,X-Large,EU-West,Windows,10,2241,22410,30.2,53.6,53.9
Azure,Large,AP-South,Linux,5,389,3890,149.7,32.7,24.0
AWS,X-Large,AP-South,Ubuntu,1,2440,14640,130.4,34.5,36.5
Azure,Large,EU-West,Windows,6,1180,11800,66.6,72.5,70.5
GCP,Micro,US-East,Windows,17,172,1548,126.2,77.0,81.0
Azure,X-Large,EU-West,Linux,1,2715,19005,47.9,47.4,49.0
GCP,X-Large,EU-West,Ubuntu,16,3593,35930,91.7,49.7,56.3
GCP,X-Large,US-East,Windows,10,1040,12480,180.4,50.1,27.7
GCP,Large,AP-South,Linux,11,506,6578,31.0,30.5,32.6
Azure,Micro,AP-South,Linux,18,184,920,80.4,57.0,77.8
AWS,Micro,US-East,Windows,21,91,637,165.1,60.4,48.4
Azure,Micro,AP-South,Windows,23,67,469,194.1,59.7,36.6
GCP,X-Large,AP-South,Ubuntu,6,2098,25176,93.5,37.8,43.3
Azure,Micro,US-East,Linux,19,194,970,103.9,57.9,96.8
Azure,Micro,US-East,Linux,5,32,288,116.6,27.1,20.9
Azure,Micro,AP-South,Ubuntu,20,185,1295,186.8,61.5,83.0
GCP,X-Large,EU-West,Windows,23,1895,11370,172.4,58.3,48.1
GCP,X-Large,AP-South,Ubuntu,0,4733,56796,38.3,57.2,78.0
Azure,Large,US-East,Ubuntu,16,472,3304,90.2,34.4,38.4
Azure,Large,EU-West,Ubuntu,10,1036,11396,95.5,45.4,61.5
Azure,Large,EU-West,Ubuntu,21,819,4095,158.9,39.5,53.5
AWS,Large,EU-West,Ubuntu,17,1061,10610,122.6,48.6,56.2
GCP,Micro,EU-West,Linux,20,24,168,132.6,26.6,2.6
AWS,Large,EU-West,Windows,16,1130,13560,199.6,69.1,77.2
GCP,Large,EU-West,Linux,6,488,4880,19.6,32.7,29.7
Azure,Large,EU-West,Ubuntu,16,923,5538,48.5,45.2,50.3
AWS,X-Large,US-East,Linux,19,3940,39400,84.5,51.9,66.8
Azure,Micro,EU-West,Windows,8,25,275,72.8,43.9,24.2
AWS,X-Large,AP-South,Windows,16,2953,26577,9.2,66.0,63.6
Azure,Micro,EU-West,Ubuntu,19,75,525,22.9,36.2,32.4
GCP,Large,EU-West,Windows,21,682,5456,137.8,54.3,54.0
Azure,X-Large,EU-West,Windows,21,1935,15480,176.5,61.6,50.8
GCP,Micro,EU-West,Ubuntu,7,165,1650,105.3,52.5,70.6
Azure,X-Large,EU-West,Linux,16,2070,28980,110.1,38.4,37.1
Azure,X-Large,US-East,Linux,6,2958,14790,54.7,38.9,54.9
GCP,Micro,AP-South,Ubuntu,0,157,1256,154.7,52.9,63.5
GCP,Micro,EU-West,Linux,12,133,1862,151.6,43.1,57.5
AWS,Large,EU-West,Ubuntu,22,200,1600,119.7,22.9,23.2
Azure,Large,US-East,Ubuntu,18,1167,16338,46.5,50.6,67.4
AWS,Large,AP-South,Ubuntu,23,1054,5270,23.9,48.7,55.8
AWS,X-Large,AP-South,Linux,18,1639,21307,17.5,31.7,33.2
GCP,Large,EU-West,Linux,16,390,3120,120.6,32.2,24.1
GCP,Micro,EU-West,Windows,12,76,836,165.9,52.7,35.5
Azure,X-Large,EU-West,Ubuntu,15,3563,24941,172.4,46.9,63.1
AWS,Micro,AP-South,Ubuntu,7,195,2730,95.4,61.7,80.3
Azure,X-Large,US-East,Ubuntu,18,2944,20608,157.9,49.5,48.9
AWS,Micro,EU-West,Linux,17,56,672,189.6,24.6,18.6
GCP,Micro,EU-West,Windows,0,47,564,58.7,46.4,38.2
Azure,Large,US-East,Linux,13,342,1710,82.6,32.1,18.4
AWS,Large,US-East,Ubuntu,18,1414,19796,186.6,60.4,77.9
GCP,X-Large,EU-West,Ubuntu,14,1532,9192,71.0,33.3,26.5
AWS,Large,US-East,Linux,17,426,5112,183.2,28.6,25.2
Azure,X-Large,EU-West,Windows,1,2336,11680,196.3,62.0,61.0
GCP,Micro,AP-South,Linux,21,126,1512,134.1,44.7,51.8
AWS,X-Large,AP-South,Ubuntu,16,1948,23376,164.3,32.6,43.5
AWS,Micro,US-East,Ubuntu,17,55,330,151.2,32.4,22.3
Azure,Micro,US-East,Ubuntu,5,151,1208,141.4,50.4,76.8
Azure,Micro,AP-South,Linux,18,154,1540,64.9,47.7,71.8
Azure,X-Large,AP-South,Linux,3,1550,20150,16.1,31.3,31.6
GCP,X-Large,US-East,Windows,0,1392,16704,71.9,55.9,46.6
GCP,Large,AP-South,Linux,7,1044,12528,135.1,45.8,72.1
Azure,Large,AP-South,Ubuntu,22,1430,15730,25.0,59.3,81.4
GCP,Micro,US-East,Linux,6,124,1612,7.3,45.2,51.3
AWS,Micro,EU-West,Windows,2,143,858,32.2,66.9,76.7
Azure,X-Large,US-East,Windows,9,4322,30254,144.6,72.3,80.6
GCP,Large,EU-West,Windows,9,418,5852,194.7,53.7,30.6
GCP,X-Large,EU-West,Windows,18,3454,41448,196.7,65.2,66.7
Azure,X-Large,AP-South,Windows,13,2466,24660,101.3,59.7,57.1
Azure,X-Large,AP-South,Ubuntu,1,4674,65436,174.5,59.8,77.2
GCP,Micro,US-East,Ubuntu,0,107,1391,148.7,34.9,45.0
GCP,Micro,US-East,Ubuntu,22,129,1806,102.7,43.3,63.3
Azure,Large,AP-South,Windows,22,757,6056,116.7,58.0,51.8
GCP,Micro,AP-South,Linux,17,47,564,31.8,28.6,24.1
AWS,Micro,EU-West,Linux,6,151,2114,187.8,55.1,70.3
GCP,X-Large,AP-South,Linux,7,3659,25613,73.6,46.5,60.1
AWS,Micro,US-East,Linux,0,81,567,92.0,37.5,34.8
AWS,X-Large,AP-South,Linux,22,3749,44988,136.0,48.5,64.4
GCP,Large,AP-South,Linux,2,795,7155,70.1,34.6,40.9
GCP,Micro,AP-South,Ubuntu,23,122,854,54.6,48.2,48.8
Azure,Large,US-East,Ubuntu,22,480,6720,128.1,32.2,32.8
AWS,Micro,AP-South,Windows,7,177,885,9.9,71.5,89.4
GCP,X-Large,EU-West,Ubuntu,21,3903,27321,145.5,45.9,67.7
AWS,Micro,EU-West,Ubuntu,14,23,299,105.2,25.4,15.9
Azure,X-Large,US-East,Ubuntu,4,1153,10377,123.1,32.7,24.9
AWS,Large,US-East,Linux,2,813,11382,128.2,38.1,52.2
GCP,X-Large,AP-South,Ubuntu,18,2750,16500,107.8,41.4,54.9
GCP,X-Large,AP-South,Linux,0,1661,18271,118.6,33.0,21.7
AWS,Large,US-East,Linux,14,282,1692,138.3,24.5,23.3
Azure,Large,EU-West,Ubuntu,7,1146,9168,151.9,47.8,72.8
AWS,X-Large,EU-West,Linux,1,3946,43406,146.9,49.6,65.7
GCP,Micro,US-East,Windows,2,179,1432,174.6,72.8,78.1
Azure,X-Large,US-East,Linux,23,2298,25278,41.9,38.0,38.2
AWS,X-Large,EU-West,Ubuntu,13,4784,52624,83.2,60.4,66.5
AWS,Micro,EU-West,Windows,23,37,185,189.8,50.9,33.3
Azure,X-Large,EU-West,Linux,13,1979,19790,82.3,35.0,29.2
AWS,X-Large,AP-South,Ubuntu,10,3220,41860,29.3,48.8,61.2
Azure,Large,EU-West,Ubuntu,15,1286,7716,107.5,54.6,81.0
Azure,Micro,EU-West,Windows,3,82,574,26.4,51.7,47.5
Azure,Micro,US-East,Ubuntu,19,133,1862,44.6,45.2,63.5
Azure,Large,EU-West,Ubuntu,4,832,7488,199.7,42.1,49.5
AWS,Micro,EU-West,Windows,21,28,364,110.6,43.2,14.2
AWS,Micro,AP-South,Linux,20,184,1472,60.4,56.7,80.9
GCP,Large,AP-South,Windows,13,1211,6055,199.0,74.6,81.9
Azure,X-Large,AP-South,Windows,22,1397,11176,193.5,49.6,33.2
GCP,X-Large,US-East,Windows,15,2143,21430,90.9,59.5,48.6
GCP,X-Large,US-East,Linux,17,1933,17397,55.8,30.1,34.8
AWS,Large,AP-South,Linux,6,875,4375,168.5,45.5,50.7
AWS,Large,AP-South,Linux,9,1135,9080,144.5,51.1,72.3
AWS,Micro,EU-West,Linux,6,39,390,139.0,26.6,13.2
AWS,X-Large,EU-West,Linux,0,1264,17696,179.2,32.7,27.6
GCP,Large,EU-West,Windows,22,519,7266,139.4,53.1,45.2
Azure,Large,AP-South,Linux,20,872,6976,60.3,41.3,55.8
GCP,Large,EU-West,Windows,18,1019,13247,140.3,69.4,70.3
GCP,Micro,EU-West,Windows,15,98,882,64.6,61.4,57.1
AWS,Large,AP-South,Linux,18,1426,17112,153.1,54.9,83.9
Azure,X-Large,EU-West,Ubuntu,3,1820,23660,125.9,31.8,34.2
GCP,Large,AP-South,Ubuntu,17,1200,16800,20.1,48.5,67.6
AWS,Large,US-East,Linux,1,533,4797,105.0,28.3,35.2
AWS,Micro,US-East,Linux,0,50,500,71.9,30.0,28.1
Azure,X-Large,EU-West,Linux,14,2731,13655,69.1,41.2,58.2
GCP,X-Large,US-East,Linux,4,1067,11737,122.4,30.6,21.0
Azure,X-Large,US-East,Windows,19,1987,15896,67.9,56.7,46.1
Azure,Large,AP-South,Ubuntu,10,713,4278,156.5,38.2,48.0
Azure,Micro,AP-South,Windows,9,114,1026,18.8,57.8,66.6
GCP,X-Large,EU-West,Ubuntu,1,4708,32956,133.8,52.3,88.3
AWS,Large,AP-South,Windows,2,1350,13500,162.8,70.4,93.8
Azure,Micro,EU-West,Windows,22,192,2304,136.2,78.9,100.0
Azure,X-Large,EU-West,Linux,22,4087,44957,102.0,58.3,65.7
GCP,Micro,AP-South,Windows,11,71,497,190.3,53.5,38.0
GCP,Micro,EU-West,Windows,19,122,1464,63.5,65.6,76.8
AWS,Large,US-East,Linux,4,631,3786,8.7,36.0,28.5
AWS,Micro,US-East,Ubuntu,4,167,2338,89.2,54.0,70.0
Azure,Large,US-East,Ubuntu,5,467,6071,11.4,34.1,29.7
Azure,X-Large,AP-South,Windows,8,2058,16464,191.0,54.8,40.3
GCP,X-Large,US-East,Ubuntu,1,1778,8890,45.9,31.9,35.0
Azure,Micro,EU-West,Windows,20,73,876,158.8,52.4,49.7
GCP,X-Large,EU-West,Windows,11,1493,16423,156.0,51.6,39.6
Azure,Large,EU-West,Ubuntu,2,860,7740,47.5,43.1,45.8
GCP,Large,AP-South,Ubuntu,19,1499,20986,126.1,58.6,78.4
Azure,Large,US-East,Ubuntu,21,1212,10908,14.4,48.0,69.8
Azure,Micro,AP-South,Ubuntu,11,198,2178,99.3,60.4,87.3
Azure,Micro,EU-West,Ubuntu,23,146,1314,7.9,49.2,66.1
AWS,Micro,US-East,Ubuntu,16,77,924,184.6,35.4,30.0
Azure,Large,US-East,Ubuntu,9,1258,12580,195.3,50.0,75.2
Azure,Large,US-East,Ubuntu,23,1176,10584,48.3,50.6,62.2
AWS,Large,AP-South,Linux,13,681,8853,45.6,38.1,39.5
AWS,Large,US-East,Ubuntu,22,927,5562,152.0,45.2,53.0
Azure,Micro,AP-South,Linux,16,74,370,54.4,36.4,40.7
GCP,Micro,US-East,Windows,17,17,204,179.5,40.1,22.1
Azure,Micro,EU-West,Windows,18,54,378,116.9,53.3,33.0
GCP,Micro,AP-South,Linux,16,96,1056,73.4,36.3,41.1
Azure,Large,US-East,Linux,13,531,7434,167.4,38.7,43.8
GCP,Large,AP-South,Ubuntu,8,637,7644,101.2,33.7,38.4
Azure,X-Large,US-East,Ubuntu,7,4659,46590,182.8,55.8,83.2
AWS,X-Large,EU-West,Windows,1,3221,45094,186.0,64.3,71.0
GCP,X-Large,EU-West,Ubuntu,12,3606,46878,37.3,47.3,70.9
Azure,Large,EU-West,Linux,6,726,7986,5.5,39.9,55.5
Azure,Micro,US-East,Ubuntu,8,114,1596,196.9,41.2,57.5
AWS,Micro,AP-South,Windows,21,156,1404,181.7,64.3,70.8
GCP,Micro,AP-South,Ubuntu,21,35,420,15.8,27.2,25.4
GCP,Large,EU-West,Ubuntu,10,1019,6114,167.4,51.1,53.1
GCP,X-Large,EU-West,Linux,13,3652,40172,94.3,53.4,69.2
AWS,Micro,EU-West,Linux,3,159,1272,55.5,55.5,61.9
GCP,X-Large,US-East,Windows,12,3279,42627,176.4,70.5,69.4
GCP,X-Large,AP-South,Windows,1,3580,17900,43.4,69.2,75.0
Azure,Large,US-East,Windows,22,704,7744,189.7,61.3,58.8
Azure,Large,EU-West,Windows,4,378,3780,45.1,48.6,40.6
AWS,Micro,EU-West,Windows,10,141,1692,124.7,63.0,70.5
GCP,Large,US-East,Windows,5,547,4923,48.5,57.0,41.4
Azure,Large,EU-West,Linux,17,739,3695,111.4,36.8,47.2
AWS,Large,AP-South,Windows,20,971,4855,138.4,74.8,73.2
GCP,Micro,EU-West,Windows,9,159,2067,42.1,71.2,74.1
AWS,X-Large,AP-South,Ubuntu,3,3123,43722,106.6,44.7,51.9
GCP,X-Large,EU-West,Linux,8,1578,15780,96.5,30.5,31.6
Azure,Micro,US-East,Ubuntu,5,95,1330,18.9,39.3,41.6
GCP,X-Large,EU-West,Ubuntu,1,2515,22635,164.6,44.5,47.6
GCP,X-Large,EU-West,Linux,16,1193,5965,70.5,27.9,24.0
GCP,Micro,US-East,Windows,4,171,1710,117.0,75.4,86.9
GCP,X-Large,EU-West,Ubuntu,5,3394,33940,105.4,48.6,58.3
AWS,Large,US-East,Windows,11,1150,8050,105.1,69.1,74.4
GCP,Micro,US-East,Linux,22,114,1368,25.9,41.8,41.1
AWS,Micro,AP-South,Ubuntu,20,10,50,87.6,20.1,0.2
GCP,Large,EU-West,Ubuntu,9,1310,6550,93.2,50.4,77.8
GCP,Large,EU-West,Linux,21,1485,14850,148.1,59.8,83.3
AWS,Large,EU-West,Linux,20,413,5782,168.8,29.6,25.8
Azure,Large,AP-South,Ubuntu,5,772,3860,111.3,42.0,47.8
Azure,Micro,EU-West,Ubuntu,7,21,210,21.9,22.9,13.4
AWS,Micro,AP-South,Ubuntu,1,15,75,51.2,19.1,15.3
GCP,Micro,AP-South,Linux,11,36,360,37.2,28.5,22.8
Azure,Large,EU-West,Windows,12,561,3927,29.3,54.9,45.9
GCP,Large,EU-West,Windows,20,640,7680,76.4,61.2,39.7
AWS,Large,US-East,Windows,6,292,2920,49.7,44.9,34.8
AWS,Large,AP-South,Windows,9,952,4760,47.6,66.0,69.6
Azure,Large,AP-South,Linux,12,1066,9594,15.7,52.0,58.9
Azure,Micro,AP-South,Linux,16,177,2124,8.4,59.5,73.6
GCP,Large,AP-South,Windows,20,341,2387,25.0,52.0,35.9
Azure,Large,AP-South,Ubuntu,13,948,9480,38.6,46.9,58.5
AWS,Micro,US-East,Ubuntu,1,93,837,89.0,36.4,43.3
AWS,X-Large,US-East,Linux,21,2847,28470,104.6,45.5,50.9
AWS,X-Large,AP-South,Windows,10,2712,37968,32.4,63.2,62.0
GCP,Large,EU-West,Linux,0,852,4260,87.8,42.1,40.0
Azure,X-Large,EU-West,Windows,18,1700,18700,71.6,50.3,40.6
GCP,X-Large,EU-West,Windows,20,1997,25961,40.8,49.9,51.5
GCP,Micro,EU-West,Ubuntu,3,58,348,6.3,35.6,32.4
Azure,Large,AP-South,Ubuntu,18,1080,15120,96.1,48.6,61.6
AWS,Micro,EU-West,Ubuntu,20,199,1791,138.7,57.5,89.4
Azure,Micro,EU-West,Linux,10,145,2030,49.1,46.2,66.3
Azure,Large,AP-South,Ubuntu,7,754,6032,30.7,41.0,39.1
Azure,Micro,EU-West,Ubuntu,10,157,1570,178.0,46.2,67.7
GCP,Large,EU-West,Linux,3,1091,10910,58.6,47.8,70.3
Azure,Large,EU-West,Linux,16,1064,6384,48.6,53.2,64.3
AWS,X-Large,EU-West,Linux,6,1601,9606,172.1,36.6,31.9
Azure,Large,US-East,Ubuntu,7,540,4320,164.3,38.7,29.5
AWS,Large,US-East,Windows,2,903,4515,92.4,62.4,59.0
AWS,Large,US-East,Ubuntu,21,517,6721,100.4,34.6,25.3
AWS,Large,EU-West,Windows,1,817,8987,47.5,64.1,61.7
GCP,Large,EU-West,Linux,22,581,6391,20.3,36.6,28.8
GCP,X-Large,AP-South,Ubuntu,14,3280,22960,116.8,48.1,59.5
GCP,X-Large,EU-West,Ubuntu,23,2800,19600,24.2,34.9,45.9
Azure,Micro,AP-South,Windows,21,97,485,92.6,59.0,57.3
GCP,Large,EU-West,Ubuntu,21,1016,7112,188.4,46.8,60.6
Azure,Large,US-East,Ubuntu,4,752,5264,190.8,42.3,46.3
AWS,X-Large,EU-West,Ubuntu,23,4600,36800,51.7,60.2,69.3
Azure,X-Large,EU-West,Linux,0,1855,14840,126.7,39.7,33.8
AWS,Micro,US-East,Windows,3,30,210,97.4,44.0,24.7
Azure,Large,EU-West,Ubuntu,14,1018,14252,175.8,48.6,58.6
GCP,Large,EU-West,Windows,19,382,4584,57.9,51.9,34.0
AWS,Micro,EU-West,Linux,18,50,600,5.7,30.1,23.1
Azure,Large,EU-West,Linux,2,596,2980,36.7,37.0,48.0
Azure,Large,AP-South,Windows,19,978,10758,73.2,61.7,69.3
GCP,Large,EU-West,Ubuntu,10,1106,6636,66.6,52.7,70.8
GCP,X-Large,US-East,Ubuntu,16,2356,11780,159.3,42.0,39.1
GCP,X-Large,AP-South,Linux,12,3174,22218,137.7,45.5,57.4
Azure,X-Large,EU-West,Linux,10,4629,37032,63.4,55.5,85.5
GCP,Large,AP-South,Linux,1,200,2000,94.3,26.0,12.1
Azure,X-Large,EU-West,Linux,8,4239,59346,23.6,56.8,75.5
GCP,Micro,EU-West,Ubuntu,1,117,1053,180.1,40.9,51.0
Azure,Large,EU-West,Linux,20,218,1744,187.4,22.6,29.3
AWS,Large,EU-West,Windows,8,783,9396,196.1,63.2,57.0
GCP,Large,AP-South,Windows,8,655,5240,174.4,55.8,55.7
AWS,Large,EU-West,Windows,7,1156,16184,38.9,69.1,67.3
Azure,Large,EU-West,Ubuntu,16,1332,7992,14.0,57.4,80.3
AWS,Micro,EU-West,Windows,0,21,147,118.0,46.3,26.8
GCP,X-Large,AP-South,Windows,10,3492,34920,183.0,65.6,77.6
GCP,Micro,AP-South,Ubuntu,7,170,2040,39.6,55.1,67.0
Azure,X-Large,US-East,Linux,9,4372,52464,6.4,51.2,69.7
GCP,X-Large,EU-West,Linux,6,3649,47437,162.1,49.9,69.5
AWS,Micro,US-East,Linux,2,112,1232,20.0,42.5,49.9
GCP,X-Large,US-East,Linux,2,1987,11922,85.7,39.5,36.3
AWS,X-Large,AP-South,Linux,17,4321,51852,137.4,49.9,66.6
GCP,Micro,US-East,Ubuntu,4,17,187,51.2,24.3,7.1
Azure,X-Large,US-East,Windows,11,4224,50688,21.4,76.4,91.6
GCP,Large,EU-West,Linux,11,1058,7406,155.2,48.0,64.4
Azure,X-Large,US-East,Windows,18,1173,12903,127.9,50.9,27.1
GCP,Micro,US-East,Windows,5,96,1344,197.8,58.5,63.5
Azure,Large,AP-South,Windows,1,1204,15652,72.1,71.4,76.4
AWS,Large,US-East,Ubuntu,11,630,4410,17.0,37.1,41.6
AWS,X-Large,AP-South,Linux,18,1726,24164,148.2,33.7,37.2
AWS,Micro,EU-West,Ubuntu,4,186,1860,106.7,57.9,78.2
AWS,Large,AP-South,Windows,11,1049,6294,46.6,73.2,68.2
Azure,X-Large,US-East,Linux,16,2681,16086,157.4,38.1,52.0
Azure,Large,US-East,Linux,16,1189,10701,44.7,53.4,64.7
AWS,Micro,EU-West,Ubuntu,9,170,1530,55.8,54.9,73.9
AWS,X-Large,AP-South,Ubuntu,22,3686,40546,23.0,50.9,63.0
AWS,Large,US-East,Windows,16,619,3714,82.9,58.2,47.2
GCP,Micro,EU-West,Windows,14,91,1001,86.7,63.0,55.3
AWS,Large,US-East,Windows,11,684,6156,105.3,58.2,48.9
Azure,X-Large,AP-South,Windows,15,4730,47300,143.2,83.3,84.6
Azure,Micro,AP-South,Linux,23,165,1980,181.7,58.0,61.1
Azure,X-Large,US-East,Ubuntu,18,1935,27090,31.9,36.7,36.4
GCP,Large,EU-West,Ubuntu,7,1307,10456,15.6,54.9,73.9
GCP,Large,EU-West,Linux,20,1336,14696,8.6,50.7,79.2
GCP,Micro,EU-West,Linux,16,85,850,33.0,34.5,35.7
GCP,Large,EU-West,Ubuntu,22,854,11956,133.3,42.8,52.8
Azure,X-Large,US-East,Windows,4,3088,18528,146.9,65.2,67.5
GCP,Large,EU-West,Ubuntu,21,1158,13896,158.4,48.7,72.1
GCP,X-Large,EU-West,Ubuntu,15,4868,68152,52.5,62.3,83.2
GCP,Large,EU-West,Ubuntu,5,304,3952,64.6,23.7,25.8
AWS,X-Large,AP-South,Linux,7,1201,10809,99.2,29.4,19.1
Azure,X-Large,US-East,Linux,17,3497,48958,17.3,47.8,59.8
GCP,X-Large,EU-West,Linux,11,2842,22736,124.2,43.6,54.5
AWS,Large,EU-West,Linux,14,1489,14890,196.8,61.7,86.2
Azure,X-Large,AP-South,Linux,8,1909,22908,75.4,26.1,40.9
GCP,Micro,EU-West,Ubuntu,12,60,420,151.8,29.4,27.1
Azure,Large,EU-West,Windows,14,1341,18774,102.5,74.4,88.9
Azure,X-Large,US-East,Linux,9,3760,18800,29.9,52.6,65.5
AWS,X-Large,AP-South,Linux,15,4448,35584,118.5,56.7,73.2
GCP,X-Large,AP-South,Linux,6,4622,36976,63.5,59.5,86.7
Azure,X-Large,AP-South,Ubuntu,16,2563,12815,11.7,39.6,38.1
AWS,Micro,EU-West,Ubuntu,22,12,156,128.8,24.1,11.6
Azure,Micro,AP-South,Ubuntu,20,93,651,172.5,36.7,40.9
Azure,Micro,EU-West,Windows,21,164,1476,72.2,69.5,80.9
AWS,X-Large,US-East,Windows,6,1628,16280,81.1,58.6,46.5
Azure,X-Large,US-East,Linux,13,4585,55020,178.7,56.0,80.3
AWS,Large,EU-West,Linux,14,586,5860,163.7,37.9,41.0
GCP,Micro,AP-South,Linux,20,153,1071,144.4,50.5,64.8
Azure,X-Large,US-East,Windows,6,4421,44210,53.5,75.9,82.7
GCP,X-Large,EU-West,Linux,8,3343,16715,182.5,44.4,60.0
GCP,Micro,AP-South,Linux,18,11,88,35.1,18.2,4.0
Azure,X-Large,US-East,Ubuntu,15,2104,21040,127.2,36.8,40.7
AWS,X-Large,EU-West,Windows,7,1267,13937,10.6,51.5,34.9
